link,name,old_price,price,Standing screen display size,Max Screen Resolution,Processor,RAM,Memory Speed,Hard Drive,Graphics Coprocessor,Chipset Brand,Card Description,Wireless Type,Number of USB 2.0 Ports,Number of USB 3.0 Ports,Brand,Series,Item model number,Hardware Platform,Operating System,Item Weight,Product Dimensions,Item Dimensions  LxWxH,Color,Processor Brand,Processor Count,Flash Memory Size,Hard Drive Interface,Optical Drive Type,Power Source,Batteries,ASIN,Customer Reviews,Best Sellers Rank,Date First Available,official link,description,Graphics Card Ram Size,Average Battery Life (in hours),Computer Memory Type,Voltage,Screen Resolution,Hard Drive Rotational Speed,Manufacturer,Country of Origin,Rear Webcam Resolution,National Stock Number,Package Dimensions,Is Discontinued By Manufacturer,Compatible Devices,Connector Type,Hardware Interface,Battery type,Graphics Card Description,Hard Drive Size,Processor Speed,Processor Type,RAM Size,Software Included,Department,Specific Uses For Product,Form Factor,Specification met,Warranty Description,Batteries Required?,Included Components,tech_spec_battery_description_toys,Number of Items,Size,Manufacturer Part Number,OS,GPU,Wireless communication technologies,Connectivity technologies,Display technology,Other display features,Device interface - primary,Colour
https://www.amazon.com/HP-Convertible-Generation-i5-1135G7-14-dw1025nr/dp/B09FDG7M6N/ref=sr_1_53?qid=1668792448&rnid=13896617011&s=computers-intl-ship&sr=1-53,"HP Pavilion x360 Convertible 14-inch Laptop, 11th Generation Intel Core i5-1135G7 processor, Intel Iris Xe Graphics, 8GB RAM, 256 GB SSD, Windows 11 Home (14-dw1025nr, Natural silver) ",$779.99,562.,14 Inches,1920 x 1080 Pixels,4.5 GHz intel_core_i5_1135g7,8 GB 8 GB DDR4,,256 GB SSD,Intel Iris,Intel,Integrated,"802.11a/b/g/n/ac, Bluetooth",,3,HP,HP Pavilion x360 Convertible 14-dw1025nr,14-dw1025nr,,Windows 11 Home,3.55 pounds,12.76 x 8.7 x 0.71 inches,12.76 x 8.7 x 0.71 inches,Natural Silver,Intel,4,,,No optical storage Device,Battery Powered,1 Lithium Ion batteries required. (included),B09FDG7M6N,"4.6 out of 5 stars    
    143 ratings   


 4.6 out of 5 stars","#2,107 in Computers & Accessories (See Top 100 in Computers & Accessories)  #306 in Traditional Laptop Computers","October 5, 2021",https://www.amazon.com/HP-Convertible-Generation-i5-1135G7-14-dw1025nr/dp/B09FDG7M6N/ref=sr_1_53?qid=1668792448&rnid=13896617011&s=computers-intl-ship&sr=1-53,"###
### ###Power that revolves around you. Streaming, chatting, and getting things done is way more fun when you find your perfect position. Flex, bend and flip from anywhere with a 360-degree hinge and long lasting battery life.### ###",,10.45 Hours,DDR4 SDRAM,,1920 x 1080 pixels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.amazon.com/ASUS-GeForce-i7-11370H-Windows-TUF516PE-AB73/dp/B08XPC3WFQ/ref=sr_1_54?qid=1668792448&rnid=13896617011&s=computers-intl-ship&sr=1-54,"ASUS TUF Dash 15 (2021) Ultra Slim Gaming Laptop, 15.6"" 144Hz FHD, GeForce RTX 3050 Ti, Intel Core i7-11370H, 8GB DDR4, 512GB PCIe NVMe SSD, Wi-Fi 6, Windows 10, Eclipse Grey Color, TUF516PE-AB73 ",,931.,15.6 Inches,1920 x 1080 Pixels,4.8 GHz core_i7,8 GB DDR4,3200 MHz,512 GB SSD,NVIDIA GeForce RTX 3050 Ti,NVIDIA,RTX 3050 Ti,"Bluetooth, 802.11ax",,4,ASUS,TUF Dash 15 (2021),TUF516PE-AB73,PC,Windows 10 Home,4.41 pounds,14.17 x 9.92 x 0.78 inches,14.17 x 9.92 x 0.78 inches,Eclipse Grey,Intel,8,512,Solid State,No Optical Drive,Battery Powered,1 Lithium Ion batteries required. (included),B08XPC3WFQ,"4.5 out of 5 stars    
    1,278 ratings   


 4.5 out of 5 stars","#3,157 in Computers & Accessories (See Top 100 in Computers & Accessories)  #451 in Traditional Laptop Computers","February 28, 2021",https://www.amazon.com/ASUS-GeForce-i7-11370H-Windows-TUF516PE-AB73/dp/B08XPC3WFQ/ref=sr_1_54?qid=1668792448&rnid=13896617011&s=computers-intl-ship&sr=1-54,"###
### ###The all-new TUF Dash F15 puts powerful Windows 10 gaming in a super slim chassis. Up to the latest 11th Gen Intel Core CPU and GeForce RTX GPU make gaming smooth on up to a blazing fast 240Hz display. Even at 19.9mm thin, this TUF chassis meets rigorous MIL-STD durability standards, resisting everyday knocks and bumps. Up to 16.6 hours of battery lets you multitask more in a laptop light enough to carry into action anywhere. Free Windows 11 upgrade eligible devices, visit ASUS Windows 11 website for more information.### ###",4 GB,16.6 Hours,DDR4 SDRAM,20 Volts,1920 x 1080 pixels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.amazon.com/LG-Lightweight-Display-Processor-Thunderbolt/dp/B09XGPF523/ref=sr_1_55?qid=1668792448&rnid=13896617011&s=computers-intl-ship&sr=1-55,"LG gram (2022) 17Z90Q Ultra Lightweight Laptop, 17"" (2560 x 1600) IPS Display, Intel Evo 12th Gen i7 1260P Processor, 16GB LPDDR5, 1TB NVMe SSD, FHD Webcam, WiFi 6E, Thunderbolt 4, Windows 11, Black ","$1,799.99","1,581.",17,2560 x 1600 Pixels,4.7 GHz core_i7,16 GB Lpddr 5,,1 TB SSD,Intel Iris Plus,Intel,Intel XE,,,2,LG,17Z90Q-K.AAB8U1,17Z90Q-K.AAB8U1,,Windows 11 Home,2.98 pounds,14.91 x 10.19 x 0.7 inches,14.91 x 10.19 x 0.7 inches,Obsidian Black,Intel,4,1 TB,USB,No Optical Drive,Battery Powered,2 Lithium Ion batteries required. (included),B09XGPF523,"4.4 out of 5 stars    
    30 ratings   


 4.4 out of 5 stars",#685 in Computers & Accessories (See Top 100 in Computers & Accessories)  #100 in Traditional Laptop Computers,"April 8, 2022",https://www.amazon.com/LG-Lightweight-Display-Processor-Thunderbolt/dp/B09XGPF523/ref=sr_1_55?qid=1668792448&rnid=13896617011&s=computers-intl-ship&sr=1-55,"###
### ###*MobileMark 18 battery life may vary depending on various factors, including network connectivity and application use. Benchmark test conducted March 2022. Video playback time testing conducted by LG in March 2022 using FHD video playback (1080p resolution), airplane mode on, 150 nits brightness, earphones, and default power options. Actual battery usage time and performance may vary depending on various factors, including network connectivity and application use.### ###",,12 Hours,DDR DRAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.amazon.com/Lenovo-IdeaPad-Processor-Graphics-81VU00D1US/dp/B09BG85LRV/ref=sr_1_56?qid=1668792448&rnid=13896617011&s=computers-intl-ship&sr=1-56,"Lenovo IdeaPad 1 Laptop, 14.0"" HD Display, Intel Celeron N4020, 4GB RAM, 64GB Storage, Intel UHD Graphics 600, Windows 11 in S Mode, Ice Blue ",$299.99,169.,14 Inches,1366 x 768,1.1 GHz celeron_n4020,4 GB DDR4,,64 GB SSD,Intel UHD Graphics 600,Intel,Integrated,802.11ac,,2,Lenovo,"Lenovo Ideapad 1 (14"", intel)",81VU00D1US,PC,Windows 11,3 pounds,12.9 x 0.71 x 9.25 inches,12.9 x 0.71 x 9.25 inches,Ice Blue,Intel,1,64 GB,USB 3.1,No Optical Drive,Battery Powered,1 Lithium Polymer batteries required. (included),B09BG85LRV,"4.3 out of 5 stars    
    1,150 ratings   


 4.3 out of 5 stars",#128 in Computers & Accessories (See Top 100 in Computers & Accessories)  #17 in Traditional Laptop Computers,"October 5, 2021",https://www.amazon.com/Lenovo-IdeaPad-Processor-Graphics-81VU00D1US/dp/B09BG85LRV/ref=sr_1_56?qid=1668792448&rnid=13896617011&s=computers-intl-ship&sr=1-56,"###
### ###The Lenovo IdeaPad™ 1 is your daily computing companion. Not only does this affordable laptop deliver amazing performance with an Intel® Celeron® processor, but it also features 64 GB M.2 PCIe SSD storage and a bigger, wider 14-inch HD display for great productivity. Browse the internet, stream your favorite shows, chat with family, or get work done on this reliable notebook computer. With a stylish Ice Blue case, this everyday laptop is easy to use and durable, with long battery life to let you handle daily tasks easily.###Great for students, travelers, and those who like to work from home or the local coffee shop, the IdeaPad 1 is lightweight at just over 3 lbs and is less than 1 inch thick, so it's easy to slip into your Lenovo laptop backpack or carrying sleeve. Plus, with up to 8 hours of battery life, you can stay productive no matter where you are! You'll stay connected with integrated WiFi and Bluetooth® while on the go.### ###",,8 Hours,DDR4 SDRAM,,1366 x 768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.amazon.com/HP-Chromebook-Processor-Certified-Refurbished/dp/B07KGKTV1G/ref=sr_1_57?qid=1668792448&rnid=13896617011&s=computers-intl-ship&sr=1-57,HP 1FX82UT#ABA Chromebook - 11 G5 EE 11.6 inches 1366 x 768 Intel Celeron N3060 Dual core (2 Core) 1.60 GHz 4 GB RAM 16 GB SSD 16 GB Flash Memory Chrome OS HD Graphics 400 (Renewed) ,$60.77,54.,11.6 Inches,1366 x 768 Pixels,1.6 GHz celeron_n3060,4 GB LPDDR3,1600 MHz,16 GB SSD,Intel,Intel,Integrated,802.11abg,,,HP,ChromebookÂ 11 G5 EE,,Chrome OS,Chrome OS,2.51 pounds,82 x 11.6 x 1 inches,82 x 11.6 x 1 inches,Black,Intel,2,16,Unknown,No Optical Drive,Battery Powered,1 Lithium Polymer batteries required. (included),B07KGKTV1G,"4.2 out of 5 stars    
    2,056 ratings   


 4.2 out of 5 stars",#423 in Computers & Accessories (See Top 100 in Computers & Accessories)  #67 in Traditional Laptop Computers,"November 13, 2018",https://www.amazon.com/HP-Chromebook-Processor-Certified-Refurbished/dp/B07KGKTV1G/ref=sr_1_57?qid=1668792448&rnid=13896617011&s=computers-intl-ship&sr=1-57,"###
### ###Get the perfect combination of style and power when computing with Hp Chromebook 11 G5 Ee Powered by an Intel Celeron Processor with a speed of 1.60 GHz that delivers powerful performance to meet your daily requirements. The 4GB RAM offers smooth multitasking when you have multiple programs running. Its 16GB hard drive accommodates all of your important data efficiently. It delivers rich colored visuals on its 11.6"" display with 1366 x 768 resolution. Comes preinstalled with Chrome OS that gives the user a easy, flexible and secure computing platform.### ###",,8 Hours,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.amazon.com/Lenovo-Display-Processor-Storage-82JW00BDUS/dp/B09BDGD2TZ/ref=sr_1_58?qid=1668792448&rnid=13896617011&s=computers-intl-ship&sr=1-58,"Lenovo - Legion 5 - Gaming Laptop - AMD Ryzen 7 5800H - 16GB RAM - 512GB Storage - NVIDIA GeForce RTX 3050Ti - 15.6"" FHD Display - Windows 11 Home - Phantom Blue ","$1,189.99","1,017.",15.6,1920 x 1080,3.2 ryzen_7,16 GB DDR4,,512 GB SSD,NVIDIA GeForce RTX 3050 Ti,NVIDIA,Dedicated,802.11ax,,4,Lenovo,Legion 5 15,82JW00BDUS,PC,Windows 11,5.29 pounds,,,Phantom Blue,AMD,1,,USB,,Battery Powered,1 Lithium Polymer batteries required. (included),B09BDGD2TZ,"4.6 out of 5 stars    
    517 ratings   


 4.6 out of 5 stars","#1,896 in Computers & Accessories (See Top 100 in Computers & Accessories)  #282 in Traditional Laptop Computers","October 5, 2021",https://www.amazon.com/Lenovo-Display-Processor-Storage-82JW00BDUS/dp/B09BDGD2TZ/ref=sr_1_58?qid=1668792448&rnid=13896617011&s=computers-intl-ship&sr=1-58,"###
### ###Purpose-built for gaming performance, the Lenovo Legion 5 is the perfect platform for experiencing today's top AAA games. Inside the clean, minimalist chassis of this gaming laptop, you'll find a powerful AMD Ryzen 7 5800H processor and NVIDIA® GeForce RTX™ 3050Ti graphics, along with 16GB DDR4 RAM and 512GB NVMe SSD storage. Performance is optimized by the Legion AI Engine, powering the revolutionary Legion Coldfront 3.0 and Q Control. The 15.6-inch full HD IPS display performs at up to 165Hz refresh rate with <3 ms response time and features 100% sRGB color accuracy – along with support for Dolby Vision® and AMD FreeSync™ Premium. You'll also enjoy 2 x 2W speakers with the new Nahimic 3D audio for gamers.###The Legion 5 gaming PC offers a plethora of performance options for any gamer in a clean, minimalist design. With the latest generation AMD Ryzen™ mobile processor, you'll get a combination of lightning-fast frame rates with uncompromised battery life. The NVIDIA® GeForce RTX™ 30 Series graphics bring 2nd Generation Ray Tracing, 3rd Generation AI Tensor Cores and more for a huge leap in graphical performance. Enjoy fast, deep colors on the FHD (1920 x 1080) screen, while the exclusive Lenovo Legion AI Engine dynamically shifts power between the CPU and GPU for more FPS on today's top AAA titles.### ###",,,DDR4 SDRAM,,1920 x 1080 pixels,,,,,,21.25 x 13.5 x 3.38 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.amazon.com/ASUS-IPS-Type-i7-11800H-Processor-FX706HM-ES74/dp/B09Z2154YT/ref=sr_1_59?qid=1668792448&rnid=13896617011&s=computers-intl-ship&sr=1-59,"ASUS TUF Gaming F17 Gaming Laptop, 17.3” 144Hz Full HD IPS-Type, Intel Core i7-11800H Processor, GeForce RTX 3060, 16GB DDR4, 1TB PCIe SSD, Gigabit Wi-Fi 6, Windows 11 Home, TUF FX706HM-ES74 ",,"1,399.",17.3,1920x1080 Pixels,4.6 GHz core_i7,16 GB DDR4,4.6 GHz,1 TB SSD,NVIDIA GeForce RTX 3060,NVIDIA,RTX 3060,802.11ax,,3,ASUS,ASUS TUF Gaming F17,FX706HM-ES74,,Windows 11 Home,9.7 pounds,15.71 x 10.59 x 0.87 inches,15.71 x 10.59 x 0.87 inches,Eclipse Gray,Intel,8,16 GB,USB,No Drive,,1 Lithium Ion batteries required. (included),B09Z2154YT,"4.5 out of 5 stars    
    63 ratings   


 4.5 out of 5 stars",#351 in Computers & Accessories (See Top 100 in Computers & Accessories)  #52 in Traditional Laptop Computers,"April 27, 2022",https://www.amazon.com/ASUS-IPS-Type-i7-11800H-Processor-FX706HM-ES74/dp/B09Z2154YT/ref=sr_1_59?qid=1668792448&rnid=13896617011&s=computers-intl-ship&sr=1-59,"###
### ###ASUS TUF Gaming F17 is a powerful Windows 11 gaming laptop that combines gaming performance with up to a narrow bezel IPS-type panel and an extended lifespan, thanks to its patented Anti-Dust Cooling (ADC) system. Equipped with NVIDIA GeForce graphics, multi-core AMD Ryzen 5000 series processor, and solid-state storage, the F17 is able to play the latest games and multitask with ease. To top it all off, it’s backlit gaming keyboard is rated at 20-million keystroke durability. *The actual transfer speed of USB 3.0, 3.1 (Gen 1 and 2), 3.2 (Gen 1 and 2), and/or Type-C will vary depending on many factors including the processing speed of the host device, file attributes and other factors related to system configuration and your operating environment.### ###",,,DDR4 SDRAM,20 Volts (DC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.amazon.com/SAMSUNG-Computer-Processor-Certified-Lightweight/dp/B09R94XYBS/ref=sr_1_60?qid=1668792448&rnid=13896617011&s=computers-intl-ship&sr=1-60,"SAMSUNG 15.6” Galaxy Book2 Pro Laptop Computer, i7 / 16GB / 512GB, 12th Gen Intel Core Processor, Evo Certified, Lightweight, 2022 Model, Graphite ","$1,449.99","1,049.",15.6 Inches,1920 x 1080 Pixels,core_i7,16 GB Lpddr 5,,SSD,,Intel,Integrated,Bluetooth,,,SAMSUNG,"Galaxy Book2 Pro 15.6"" i7/16G/512G Graphite",NP950XED-KA1US,PC,Windows 11 Home,2.45 pounds,8.9 x 14 x 2 inches,8.9 x 14 x 2 inches,Graphite,Intel,1,512 GB,,,Battery Powered,1 Lithium Ion batteries required. (included),B09R94XYBS,"4.4 out of 5 stars    
    177 ratings   


 4.4 out of 5 stars",#613 in Computers & Accessories (See Top 100 in Computers & Accessories)  #91 in Traditional Laptop Computers,"April 1, 2022",https://www.amazon.com/SAMSUNG-Computer-Processor-Certified-Lightweight/dp/B09R94XYBS/ref=sr_1_60?qid=1668792448&rnid=13896617011&s=computers-intl-ship&sr=1-60,"###
### ###Meet SAMSUNG Galaxy Book2 Pro, the new way to PC. To take on the world, you need a laptop that’s ready to go the distance, literally. Thinner and lighter than ever, Galaxy Book2 Pro helps you seize the day wherever you are without skimping on power — in fact, it’s packing an ultra-mighty processor. Breeze through your day with effortless Galaxy connectivity — for instance, you can pair Galaxy Book2 Pro with your smartphone and instantly sync files, call and text right from your laptop. It’s super easy. Discover a new world of productivity with Galaxy Book2 Pro, the PC that’s ready to go wherever you go. Feel better knowing Knox security helps to protect your PC. Help keep your files under your control with a fingertip scanner that lets you unlock your laptop with the tap of a finger. Enjoy even more control over your files with Private Share,** a security feature that lets you set time limits on your shared files — the recipient can’t capture or share your file, and you remain in control with the ability to revoke file access at any time. File security has never been so simple. *Compared to 2021 Galaxy Book Pro model. **Private Share features for both the sender and receiver requires Galaxy devices with Windows 10, Android OS 10.0 (Q), and One UI 2.1 or above and the Quick Share app. Requires Wi-Fi and Bluetooth connection. The product is multiple voltage compatible, that voltage arrange is 100-240V.### ###",,,,240 Volts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.amazon.com/Chromebook-C434TA-DS384T-Touchscreen-NanoEdge-Processor/dp/B07QY4RN79/ref=sr_1_61?qid=1668792448&rnid=13896617011&s=computers-intl-ship&sr=1-61,"ASUS Chromebook Flip C434 2-In-1 Laptop- 14"" Full HD 4-Way NanoEdge Touchscreen, Intel Core M3-8100Y Processor, 8GB RAM, 64GB eMMC Storage, Backlit KB, Chrome OS- C434TA-DS384T Silver ",$539.99,271.,14 Inches,1920 x 1080 Pixels,3.4 GHz core_m_family,8 GB DDR3L,1 GHz,64 GB Emmc,Intel HD Graphics 615,Intel,Integrated,"Bluetooth, 802.11b/n/ac",,3,ASUS,Asus Chromebook Flip C434,C434TA-DS384T,PC,Chrome OS,3.3 pounds,12.6 x 8 x 0.6 inches,12.6 x 8 x 0.6 inches,Citrus Soda Yellow,Intel,2,64,Solid State,No Optical Drive,,1 Lithium Polymer batteries required. (included),B07QY4RN79,"4.3 out of 5 stars    
    889 ratings   


 4.3 out of 5 stars",#528 in Computers & Accessories (See Top 100 in Computers & Accessories)  #4 in 2 in 1 Laptop Computers,"April 22, 2019",https://www.amazon.com/Chromebook-C434TA-DS384T-Touchscreen-NanoEdge-Processor/dp/B07QY4RN79/ref=sr_1_61?qid=1668792448&rnid=13896617011&s=computers-intl-ship&sr=1-61,"###
### ###Introducing the all-new Flagship ASUS Chromebook Flip C434, a Chromebook featuring a durable 360-degree hinge, 14 inch display, 4-way NanoEdge narrow bezel, all metal finish, and USB Type-C/Type-A. Experience an ultrabook spec Chromebook that has the power and flexibility to get everything done.### ###",8 GB,,DDR3 SDRAM,100240 Volts,,10000 RPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.amazon.com/HP-Chromebook-Touchscreen-Entertaining-Bluetooth/dp/B08TH23KK5/ref=sr_1_62?qid=1668792448&rnid=13896617011&s=computers-intl-ship&sr=1-62,"Laptop HP X360 14a Chromebook 14"" HD Touchscreen, Entertaining from Any Angle Intel Celeron, 4GB LPDDR4 64GB eMMC WiFi Webcam Stereo Speakers Bluetooth 4.2 Chrome Blue Metallic Color (Renewed) ",$209.99,194.,14 Inches,1366 x 768 Pixels,1.1 GHz celeron_n4020,4 GB LPDDR4,2.8 GHz,64 GB SSD,Intel,Intel,Integrated,802.11ac,,,HP,HP Spectre x360,14a,PC,Chrome OS,3.64 pounds,21 x 12 x 3 inches,21 x 12 x 3 inches,Blue,Intel,2,64 GB,Solid State,No Optical Drive,Battery Powered,1 Lithium Polymer batteries required.,B08TH23KK5,"4.5 out of 5 stars    
    1,174 ratings   


 4.5 out of 5 stars",#695 in Computers & Accessories (See Top 100 in Computers & Accessories)  #6 in 2 in 1 Laptop Computers  #101 in Traditional Laptop Computers,"January 19, 2021",https://www.amazon.com/HP-Chromebook-Touchscreen-Entertaining-Bluetooth/dp/B08TH23KK5/ref=sr_1_62?qid=1668792448&rnid=13896617011&s=computers-intl-ship&sr=1-62,"###
### ###The HP Chromebook x360 14a convertible laptop has entertaining views that adjust to you and the power to tackle work and play all day with a long battery life.### ###",,12 Hours,DDR4 SDRAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.amazon.com/Acer-Chromebook-1920x1080-Processor-Super-Fast/dp/B09ZDSZVJS/ref=sr_1_63?qid=1668792448&rnid=13896617011&s=computers-intl-ship&sr=1-63,"2022 Acer Chromebook, 17"" IPS Full HD(1920x1080) Screen, Intel Celeron Processor Up to 2.80 GHz, 4GB DDR4 Ram, 64GB SSD, Super-Fast 6th Gen WiFi, Chrome OS, Natural Silver(Renewed) ",,174.,17,1920 x 1080 Pixels,2 GHz celeron,4 GB DDR4,2.8 GHz,64 GB SSD,,Intel,Integrated,"Bluetooth, 802.11a",2,2,Acer,"Acer 17"" Chromebook","Acer 17.3"" Chromebook",,Chrome OS,7.59 pounds,15 x 10 x 1 inches,15 x 10 x 1 inches,Natural Silver,Intel,2,,USB 3.2,No Optical Drive,,1 Lithium Ion batteries required. (included),B09ZDSZVJS,"4.0 out of 5 stars    
    57 ratings   


 4.0 out of 5 stars",#805 in Computers & Accessories (See Top 100 in Computers & Accessories)  #121 in Traditional Laptop Computers,"May 3, 2022",https://www.amazon.com/Acer-Chromebook-1920x1080-Processor-Super-Fast/dp/B09ZDSZVJS/ref=sr_1_63?qid=1668792448&rnid=13896617011&s=computers-intl-ship&sr=1-63,"###
### ###Product works and looks like new. Backed by the 90-day Amazon Renewed Guarantee. - This pre-owned product has been professionally inspected, tested and cleaned by Amazon-qualified suppliers. - There will be no visible cosmetic imperfections when held at an arm’s length. - Products with batteries will exceed 80% capacity relative to new. - Accessories may not be original, but will be compatible and fully functional. Product may come in generic box. - This product is eligible for a replacement or refund within 90 days of receipt if you are not satisfied under the Amazon Renewed Guarante### ###",,,,,,7200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyMzI3OTI1OTQ2NzM2MzQ3OjE2Njg3OTI0NDg6c3BfbXRmX2Jyb3dzZToyMDAwODY0OTk3MzE1OTg6OjA6Og&url=%2FLenovo-2-1-Chromebook-Computer%2Fdp%2FB09RNCN3YV%2Fref%3Dsr_1_64_sspa%3Fqid%3D1668792448%26rnid%3D13896617011%26s%3Dcomputers-intl-ship%26sr%3D1-64-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,"Lenovo IdeaPad Flex 5i - 2022 - Chromebook 2-in-1 Laptop - Chrome OS - 13.3"" FHD Touch Display - 8GB Memory - 128GB Storage - Intel Core i3 11th Gen - Abyss Blue ",$429.99,299.,13.3,1920 x 1080,3 core_i3,8 GB LPDDR4X,2400 MHz,SSD,Intel UHD Graphics,Intel,Integrated,802.11ax,,1,Lenovo,2021,82M7004CUX,,Chrome OS,4.51 pounds,12.2 x 8.43 x 0.67 inches,12.2 x 8.43 x 0.67 inches,Abyss Blue,Intel,1,,USB,,Battery Powered,1 Lithium Polymer batteries required. (included),B09RNCN3YV,"4.5 out of 5 stars    
    179 ratings   


 4.5 out of 5 stars",#62 in Computers & Accessories (See Top 100 in Computers & Accessories)  #10 in Traditional Laptop Computers,"February 1, 2022",https://www.amazon.com/Lenovo-2-1-Chromebook-Computer/dp/B09RNCN3YV/ref=sr_1_64_sspa?qid=1668792448&rnid=13896617011&s=computers-intl-ship&sr=1-64-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl&psc=1,"###
### ###Hit the ground running with the IdeaPad Flex 5i Chromebook, one of the most versatile Chromebooks on the market. This 13"" notebook computer merges accessibility with power, with an 11th Generation Intel® Core™ i3 processor to handle even the most arduous tasks without a hint of strain. With the slim and light 360° convertible design, you can use it as a laptop, in tablet mode for an intuitive touchscreen experience, or in stand or tent mode to show off your latest photo slideshow or stream your favorite movies. The 10 hours* of battery life means that you can take it with you wherever you go without worry while playing games or browsing the Internet via WiFi. The IdeaPad Flex 5i Chromebook is designed with a physical privacy shutter. When you're not on a video call, simply slide the shutter over the webcam to secure your privacy. And as a Chromebook, you can quickly access all your files, photos, music, and more with ease – just login to your Google account and you're ready to go! Talk to Google to help you multitask, control your smart home devices, and manage your day. Stay connected with built-in WiFi and Bluetooth®, 2 USB-C ports, a USB-A port, a microSD™ card reader, and an audio combo jack.###* Battery life based on testing with PLT (power load test). Battery life varies significantly with settings, usage, and other factors.### ###",,10 Hours,DDR4 SDRAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyMzI3OTI1OTQ2NzM2MzQ3OjE2Njg3OTI0NDg6c3BfbXRmX2Jyb3dzZToyMDAwNjcxOTMxMjMxOTg6OjA6Og&url=%2FHP-Microsoft-Included-Windows-Student%2Fdp%2FB0B512DM4H%2Fref%3Dsr_1_65_sspa%3Fqid%3D1668792448%26rnid%3D13896617011%26s%3Dcomputers-intl-ship%26sr%3D1-65-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1%26smid%3DA9D6J376CGTLK,"2022 Newest HP Laptop with Microsoft Office Included 1-Year, 15.6"" HD Screen, AMD Athlon 3050U 16GB RAM 1TB SSD HDMI Port Webcam Gold White Windows 11 | College Student Bundle, ROKC HDMI Cable ",,549.,15.6 Inches,1366 x 768 Pixels,2.3 GHz athlon_silver_3050U,16 GB DDR4,,1000 GB SSD,AMD,AMD,Integrated,Bluetooth,,,HP,,15-ef1072 For Student Business,PC,Windows 11 Home,3.75 pounds,,,Gold,AMD,2,16 GB,Solid State,,,1 Lithium Ion batteries required. (included),B0B512DM4H,"4.1 out of 5 stars    
    68 ratings   


 4.1 out of 5 stars","#3,179 in Computers & Accessories (See Top 100 in Computers & Accessories)  #453 in Traditional Laptop Computers","June 24, 2022",https://www.amazon.com/HP-Microsoft-Included-Windows-Student/dp/B0B512DM4H/ref=sr_1_65_sspa?qid=1668792448&rnid=13896617011&s=computers-intl-ship&sr=1-65-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl&psc=1&smid=A9D6J376CGTLK,"###
### ###Windows 11###Latest Operation System.###15.6"" HD Display###15.6"" diagonal, HD (1366 x 768), micro-edge, BrightView, 220 nits, 45% NTSC.###AMD Athlon Silver 3050U Processor###AMD Athlon Silver 3050U (2.3 GHz base clock, up to 3.2 GHz max boost clock, 4 MB L3 cache, 2 cores).###Upgraded tp 16GB DDR4 RAM###Upgraded to 1TB Solid State Drive###No Optical Drive###Optical drive not included.###AMD Radeon Graphics###Smoothly stream content and play your favorite games.###Dual Speakers###Dual speaker with exceptional stereo quality.###HD Webcam###HP True Vision 720p HD camera with integrated dual array digital microphones.###Wireless Connectivity###Wi-Fi and Bluetooth 4.2 combo.###Ports###1x USB Type-C, 2x USB Type-A , 1x HDMI, 1x AC smart pin, 1x headphone/microphone combo, 1x multi-format SD media card reader.###Microsoft Office 365###One-year subscription to Microsoft Office 365.###Accessories###Wireless Mouse, Reversible Protective Sleeve###",,,DDR4 SDRAM,,,7200.00,,,,,19.09 x 12.13 x 4.21 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
